Feature
1,ENSG00000253475
2,ENSG00000223525
3,ENSG00000232825
4,ENSG00000167768
5,ENSG00000176194
6,ENSG00000261105
7,ENSG00000287351
8,ENSG00000142538
9,ENSG00000178750
10,ENSG00000260990
11,ENSG00000260944
12,ENSG00000274895
13,ENSG00000251555
14,ENSG00000225790
15,ENSG00000274307
16,ENSG00000144410
17,ENSG00000182223
18,ENSG00000272983
19,ENSG00000257657
20,ENSG00000135324
21,ENSG00000143627
22,ENSG00000236511
23,ENSG00000171489
24,ENSG00000277758
25,ENSG00000126895
26,ENSG00000287156
27,ENSG00000272156
28,ENSG00000244247
29,ENSG00000139269
30,ENSG00000204710
31,ENSG00000188716
32,ENSG00000258100
33,ENSG00000242816
34,ENSG00000177669
35,ENSG00000259245
36,ENSG00000214510
37,ENSG00000132975
38,ENSG00000239739
39,ENSG00000229896
40,ENSG00000256713
41,ENSG00000246228
42,ENSG00000254340
43,ENSG00000163673
44,ENSG00000215529
45,ENSG00000153266
46,ENSG00000235079
47,ENSG00000232445
48,ENSG00000148702
49,ENSG00000241186
50,ENSG00000269720
51,ENSG00000169393
52,ENSG00000249396
53,ENSG00000286598
54,ENSG00000239930
55,ENSG00000286591
56,ENSG00000233108
57,ENSG00000197406
58,ENSG00000254656
59,ENSG00000265393
60,ENSG00000235335
61,ENSG00000237390
62,ENSG00000225731
63,ENSG00000170561
64,ENSG00000099960
65,ENSG00000261231
66,ENSG00000272264
67,ENSG00000159915
68,ENSG00000267723
69,ENSG00000173826
70,ENSG00000267547
71,ENSG00000236653
72,ENSG00000266846
73,ENSG00000204581
74,ENSG00000284705
75,ENSG00000213578
76,ENSG00000251200
77,ENSG00000285638
78,ENSG00000254401
79,ENSG00000140287
80,ENSG00000282872
81,ENSG00000170948
82,ENSG00000130283
83,ENSG00000171931
84,ENSG00000248475
85,ENSG00000239462
86,ENSG00000288111
87,ENSG00000233056
88,ENSG00000170092
89,ENSG00000285918
90,ENSG00000234362
91,ENSG00000241449
92,ENSG00000232725
93,ENSG00000276851
94,ENSG00000158571
95,ENSG00000142484
96,ENSG00000286611
97,ENSG00000206052
98,ENSG00000204850
99,ENSG00000146049
100,ENSG00000267530
101,ENSG00000174950
102,ENSG00000255406
103,ENSG00000226939
104,ENSG00000262312
105,ENSG00000255411
106,ENSG00000276704
107,ENSG00000010319
108,ENSG00000286984
109,ENSG00000233087
110,ENSG00000006116
111,ENSG00000265190
112,ENSG00000204779
113,ENSG00000229893
114,ENSG00000122543
115,ENSG00000261664
116,ENSG00000254907
117,ENSG00000266513
118,ENSG00000256512
119,ENSG00000267026
120,ENSG00000272691
121,ENSG00000285650
122,ENSG00000277749
123,ENSG00000197241
124,ENSG00000197893
125,ENSG00000261886
126,ENSG00000125841
127,ENSG00000120498
128,ENSG00000228016
129,ENSG00000224418
130,ENSG00000170214
131,ENSG00000272420
132,ENSG00000270087
133,ENSG00000231636
134,ENSG00000134247
135,ENSG00000136457
136,ENSG00000271959
137,ENSG00000270806
138,ENSG00000237101
139,ENSG00000107165
140,ENSG00000225767
